id,CueIndex
1,VO_CHR_INGAMESTORY_05_03_0001
2,VO_CHR_INGAMESTORY_05_03_0002
3,VO_CHR_INGAMESTORY_05_03_0003
4,VO_CHR_INGAMESTORY_05_03_0004
5,VO_CHR_INGAMESTORY_05_03_0005
6,VO_CHR_INGAMESTORY_05_03_0006
7,VO_CHR_INGAMESTORY_05_03_0007
8,VO_CHR_INGAMESTORY_05_03_0008
9,VO_CHR_INGAMESTORY_05_03_0009
10,VO_CHR_INGAMESTORY_05_03_1001
11,VO_CHR_INGAMESTORY_05_03_1002
12,VO_CHR_INGAMESTORY_05_03_1003
13,VO_CHR_INGAMESTORY_05_03_1004
14,VO_CHR_INGAMESTORY_05_03_1005
15,VO_CHR_INGAMESTORY_05_03_1006
16,VO_CHR_INGAMESTORY_05_03_1007
17,VO_CHR_INGAMESTORY_05_03_1008
