id,CueIndex
1,VO_CHR_INGAMESTORY_12_06_0001
2,VO_CHR_INGAMESTORY_12_06_0002
3,VO_CHR_INGAMESTORY_12_06_0003
4,VO_CHR_INGAMESTORY_12_06_0004
5,VO_CHR_INGAMESTORY_12_06_0005
6,VO_CHR_INGAMESTORY_12_06_0006
7,VO_CHR_INGAMESTORY_12_06_0007
8,VO_CHR_INGAMESTORY_12_06_0008
9,VO_CHR_INGAMESTORY_12_06_0009
10,VO_CHR_INGAMESTORY_12_06_0010
11,VO_CHR_INGAMESTORY_12_06_0011
12,VO_CHR_INGAMESTORY_12_06_0012
13,VO_CHR_INGAMESTORY_12_06_0013
14,VO_CHR_INGAMESTORY_12_06_0014
15,VO_CHR_INGAMESTORY_12_06_0015
16,VO_CHR_INGAMESTORY_12_06_0016
17,VO_CHR_INGAMESTORY_12_06_0017
18,VO_CHR_INGAMESTORY_12_06_0018
19,VO_CHR_INGAMESTORY_12_06_0019
20,VO_CHR_INGAMESTORY_12_06_0020
21,VO_CHR_INGAMESTORY_12_06_0021
22,VO_CHR_INGAMESTORY_12_06_0022
