id,CueIndex
1,VO_CHR_120213_STORY_0001
2,VO_CHR_120213_STORY_0002
3,VO_CHR_120213_STORY_0003
4,VO_CHR_120213_STORY_0004
5,VO_CHR_120213_STORY_0005
6,VO_CHR_120213_STORY_0006
7,VO_CHR_120213_STORY_0007
8,VO_CHR_120213_STORY_0008
9,VO_CHR_120213_STORY_0009
10,VO_CHR_120213_STORY_0010
11,VO_CHR_120213_STORY_0011
12,VO_CHR_120213_STORY_0014
13,VO_CHR_120213_STORY_0015
14,VO_CHR_120213_STORY_0027
15,VO_CHR_120213_STORY_0030
16,VO_CHR_120213_STORY_0033
17,VO_CHR_120213_STORY_0039
18,VO_CHR_120213_STORY_0042
19,VO_CHR_120213_STORY_0045
20,VO_CHR_120213_STORY_0047
21,VO_CHR_120213_STORY_0050
22,VO_CHR_120213_STORY_0052
23,VO_CHR_120213_STORY_0053
24,VO_CHR_120213_STORY_0058
25,VO_CHR_120213_STORY_0059
26,VO_CHR_120213_STORY_0060
27,VO_CHR_120213_STORY_0061
28,VO_CHR_120213_STORY_0076
29,VO_CHR_120213_STORY_0078
30,VO_CHR_120213_STORY_0085
31,VO_CHR_120213_STORY_0086
32,VO_CHR_120213_STORY_0087
