id,CueIndex
1,VO_CHR_KNIGHTSSTORY_110011_01_03_0001
2,VO_CHR_KNIGHTSSTORY_110011_01_03_0002
3,VO_CHR_KNIGHTSSTORY_110011_01_03_0003
4,VO_CHR_KNIGHTSSTORY_110011_01_03_0004
5,VO_CHR_KNIGHTSSTORY_110011_01_03_0005
6,VO_CHR_KNIGHTSSTORY_110011_01_03_0006
7,VO_CHR_KNIGHTSSTORY_110011_01_03_0007
8,VO_CHR_KNIGHTSSTORY_110011_01_03_0008
9,VO_CHR_KNIGHTSSTORY_110011_01_03_0009
10,VO_CHR_KNIGHTSSTORY_110011_01_03_0010
11,VO_CHR_KNIGHTSSTORY_110011_01_03_0011
12,VO_CHR_KNIGHTSSTORY_110011_01_03_0012
13,VO_CHR_KNIGHTSSTORY_110011_01_03_0013
14,VO_CHR_KNIGHTSSTORY_110011_01_03_0014
15,VO_CHR_KNIGHTSSTORY_110011_01_03_0015
16,VO_CHR_KNIGHTSSTORY_110011_01_03_0016
17,VO_CHR_KNIGHTSSTORY_110011_01_03_0017
18,VO_CHR_KNIGHTSSTORY_110011_01_03_0018
