id,CueIndex
1,VO_CHR_INGAMESTORY_05_01_0001
2,VO_CHR_INGAMESTORY_05_01_0002
3,VO_CHR_INGAMESTORY_05_01_0003
4,VO_CHR_INGAMESTORY_05_01_0004
5,VO_CHR_INGAMESTORY_05_01_0005
6,VO_CHR_INGAMESTORY_05_01_0006
7,VO_CHR_INGAMESTORY_05_01_0007
8,VO_CHR_INGAMESTORY_05_01_0008
9,VO_CHR_INGAMESTORY_05_01_0009
10,VO_CHR_INGAMESTORY_05_01_0010
11,VO_CHR_INGAMESTORY_05_01_0011
12,VO_CHR_INGAMESTORY_05_01_0012
13,VO_CHR_INGAMESTORY_05_01_0013
14,VO_CHR_INGAMESTORY_05_01_0014
15,VO_CHR_INGAMESTORY_05_01_0015
16,VO_CHR_INGAMESTORY_05_01_0016
17,VO_CHR_INGAMESTORY_05_01_0017
18,VO_CHR_INGAMESTORY_05_01_1001
19,VO_CHR_INGAMESTORY_05_01_1002
20,VO_CHR_INGAMESTORY_05_01_1003
21,VO_CHR_INGAMESTORY_05_01_1004
22,VO_CHR_INGAMESTORY_05_01_1005
23,VO_CHR_INGAMESTORY_05_01_1006
24,VO_CHR_INGAMESTORY_05_01_1007
25,VO_CHR_INGAMESTORY_05_01_1008
26,VO_CHR_INGAMESTORY_05_01_1009
27,VO_CHR_INGAMESTORY_05_01_1010
28,VO_CHR_INGAMESTORY_05_01_1011
29,VO_CHR_INGAMESTORY_05_01_1012
30,VO_CHR_INGAMESTORY_05_01_1013
31,VO_CHR_INGAMESTORY_05_01_1014
32,VO_CHR_INGAMESTORY_05_01_1015
33,VO_CHR_INGAMESTORY_05_01_1016
34,VO_CHR_INGAMESTORY_05_01_1017
35,VO_CHR_INGAMESTORY_05_01_1018
36,VO_CHR_INGAMESTORY_05_01_1019
37,VO_CHR_INGAMESTORY_05_01_1020
38,VO_CHR_INGAMESTORY_05_01_1021
