id,CueIndex
1,VO_CHR_MAINSTORY_08_01_0001
2,VO_CHR_MAINSTORY_08_01_0002
3,VO_CHR_MAINSTORY_08_01_0003
4,VO_CHR_MAINSTORY_08_01_0004
5,VO_CHR_MAINSTORY_08_01_0005
6,VO_CHR_MAINSTORY_08_01_0006
7,VO_CHR_MAINSTORY_08_01_0007
8,VO_CHR_MAINSTORY_08_01_0008
9,VO_CHR_MAINSTORY_08_01_0009
10,VO_CHR_MAINSTORY_08_01_0010
11,VO_CHR_MAINSTORY_08_01_0011
12,VO_CHR_MAINSTORY_08_01_0012
13,VO_CHR_MAINSTORY_08_01_0013
14,VO_CHR_MAINSTORY_08_01_0014
15,VO_CHR_MAINSTORY_08_01_0015
16,VO_CHR_MAINSTORY_08_01_0016
17,VO_CHR_MAINSTORY_08_01_0017
18,VO_CHR_MAINSTORY_08_01_0018
19,VO_CHR_MAINSTORY_08_01_0019
20,VO_CHR_MAINSTORY_08_01_0020
21,VO_CHR_MAINSTORY_08_01_0021
22,VO_CHR_MAINSTORY_08_01_0022
23,VO_CHR_MAINSTORY_08_01_0023
24,VO_CHR_MAINSTORY_08_01_0024
25,VO_CHR_MAINSTORY_08_01_0025
26,VO_CHR_MAINSTORY_08_01_0026
27,VO_CHR_MAINSTORY_08_01_0027
28,VO_CHR_MAINSTORY_08_01_0028
29,VO_CHR_MAINSTORY_08_01_0029
30,VO_CHR_MAINSTORY_08_01_0030
31,VO_CHR_MAINSTORY_08_01_0031
32,VO_CHR_MAINSTORY_08_01_0032
33,VO_CHR_MAINSTORY_08_01_0033
34,VO_CHR_MAINSTORY_08_01_0034
35,VO_CHR_MAINSTORY_08_01_0035
36,VO_CHR_MAINSTORY_08_01_0036
37,VO_CHR_MAINSTORY_08_01_0037
38,VO_CHR_MAINSTORY_08_01_0038
39,VO_CHR_MAINSTORY_08_01_1001
40,VO_CHR_MAINSTORY_08_01_1002
41,VO_CHR_MAINSTORY_08_01_1003
42,VO_CHR_MAINSTORY_08_01_1004
43,VO_CHR_MAINSTORY_08_01_1005
44,VO_CHR_MAINSTORY_08_01_1006
45,VO_CHR_MAINSTORY_08_01_1007
46,VO_CHR_MAINSTORY_08_01_1008
47,VO_CHR_MAINSTORY_08_01_1009
48,VO_CHR_MAINSTORY_08_01_1010
49,VO_CHR_MAINSTORY_08_01_1011
50,VO_CHR_MAINSTORY_08_01_1012
51,VO_CHR_MAINSTORY_08_01_1013
52,VO_CHR_MAINSTORY_08_01_1014
53,VO_CHR_MAINSTORY_08_01_1015
54,VO_CHR_MAINSTORY_08_01_1016
55,VO_CHR_MAINSTORY_08_01_1017
56,VO_CHR_MAINSTORY_08_01_1018
57,VO_CHR_MAINSTORY_08_01_1019
58,VO_CHR_MAINSTORY_08_01_1020
59,VO_CHR_MAINSTORY_08_01_1021
60,VO_CHR_MAINSTORY_08_01_1022
61,VO_CHR_MAINSTORY_08_01_1023
62,VO_CHR_MAINSTORY_08_01_1024
63,VO_CHR_MAINSTORY_08_01_1025
64,VO_CHR_MAINSTORY_08_01_1026
65,VO_CHR_MAINSTORY_08_01_1027
66,VO_CHR_MAINSTORY_08_01_1028
67,VO_CHR_MAINSTORY_08_01_1029
68,VO_CHR_MAINSTORY_08_01_1030
69,VO_CHR_MAINSTORY_08_01_1031
70,VO_CHR_MAINSTORY_08_01_1032
71,VO_CHR_MAINSTORY_08_01_1033
72,VO_CHR_MAINSTORY_08_01_1034
73,VO_CHR_MAINSTORY_08_01_1035
74,VO_CHR_MAINSTORY_08_01_1036
75,VO_CHR_MAINSTORY_08_01_1037
76,VO_CHR_MAINSTORY_08_01_1038
77,VO_CHR_MAINSTORY_08_01_1039
78,VO_CHR_MAINSTORY_08_01_1040
79,VO_CHR_MAINSTORY_08_01_1041
80,VO_CHR_MAINSTORY_08_01_1042
81,VO_CHR_MAINSTORY_08_01_1043
82,VO_CHR_MAINSTORY_08_01_1044
