id,CueIndex
1,VO_CHR_EVENTSTORY_20823_07_0001
2,VO_CHR_EVENTSTORY_20823_07_0002
3,VO_CHR_EVENTSTORY_20823_07_0003
4,VO_CHR_EVENTSTORY_20823_07_0004
5,VO_CHR_EVENTSTORY_20823_07_0005
6,VO_CHR_EVENTSTORY_20823_07_0006
7,VO_CHR_EVENTSTORY_20823_07_0007
8,VO_CHR_EVENTSTORY_20823_07_0008
9,VO_CHR_EVENTSTORY_20823_07_0009
10,VO_CHR_EVENTSTORY_20823_07_0010
11,VO_CHR_EVENTSTORY_20823_07_0011
12,VO_CHR_EVENTSTORY_20823_07_0012
13,VO_CHR_EVENTSTORY_20823_07_0013
14,VO_CHR_EVENTSTORY_20823_07_0014
15,VO_CHR_EVENTSTORY_20823_07_0015
16,VO_CHR_EVENTSTORY_20823_07_0016
17,VO_CHR_EVENTSTORY_20823_07_0017
18,VO_CHR_EVENTSTORY_20823_07_0018
19,VO_CHR_EVENTSTORY_20823_07_0019
20,VO_CHR_EVENTSTORY_20823_07_0020
21,VO_CHR_EVENTSTORY_20823_07_0021
22,VO_CHR_EVENTSTORY_20823_07_0022
23,VO_CHR_EVENTSTORY_20823_07_0023
24,VO_CHR_EVENTSTORY_20823_07_0024
25,VO_CHR_EVENTSTORY_20823_07_0025
26,VO_CHR_EVENTSTORY_20823_07_0026
27,VO_CHR_EVENTSTORY_20823_07_0027
28,VO_CHR_EVENTSTORY_20823_07_0028
