id,CueIndex
1,VO_CHR_MAINSTORY_26_14_0001
2,VO_CHR_MAINSTORY_26_14_0002
3,VO_CHR_MAINSTORY_26_14_0003
4,VO_CHR_MAINSTORY_26_14_0004
5,VO_CHR_MAINSTORY_26_14_0005
6,VO_CHR_MAINSTORY_26_14_0006
7,VO_CHR_MAINSTORY_26_14_0007
8,VO_CHR_MAINSTORY_26_14_0008
9,VO_CHR_MAINSTORY_26_14_0009
10,VO_CHR_MAINSTORY_26_14_0010
11,VO_CHR_MAINSTORY_26_14_0011
12,VO_CHR_MAINSTORY_26_14_0012
13,VO_CHR_MAINSTORY_26_14_0013
14,VO_CHR_MAINSTORY_26_14_0014
15,VO_CHR_MAINSTORY_26_14_0015
16,VO_CHR_MAINSTORY_26_14_0016
17,VO_CHR_MAINSTORY_26_14_0017
18,VO_CHR_MAINSTORY_26_14_0018
19,VO_CHR_MAINSTORY_26_14_0019
20,VO_CHR_MAINSTORY_26_14_0020
21,VO_CHR_MAINSTORY_26_14_0021
22,VO_CHR_MAINSTORY_26_14_0022
23,VO_CHR_MAINSTORY_26_14_0023
24,VO_CHR_MAINSTORY_26_14_0024
25,VO_CHR_MAINSTORY_26_14_0025
26,VO_CHR_MAINSTORY_26_14_0026
27,VO_CHR_MAINSTORY_26_14_0027
28,VO_CHR_MAINSTORY_26_14_0028
29,VO_CHR_MAINSTORY_26_14_0029
30,VO_CHR_MAINSTORY_26_14_0030
31,VO_CHR_MAINSTORY_26_14_0031
32,VO_CHR_MAINSTORY_26_14_0032
