id,CueIndex
1,VO_CHR_120201_STORY_0001
2,VO_CHR_120201_STORY_0002
3,VO_CHR_120201_STORY_0003
4,VO_CHR_120201_STORY_0004
5,VO_CHR_120201_STORY_0005
6,VO_CHR_120201_STORY_0006
7,VO_CHR_120201_STORY_0007
8,VO_CHR_120201_STORY_0008
9,VO_CHR_120201_STORY_0009
10,VO_CHR_120201_STORY_0010
11,VO_CHR_120201_STORY_0013
12,VO_CHR_120201_STORY_0014
13,VO_CHR_120201_STORY_0016
14,VO_CHR_120201_STORY_0019
15,VO_CHR_120201_STORY_0023
16,VO_CHR_120201_STORY_0027
17,VO_CHR_120201_STORY_0030
18,VO_CHR_120201_STORY_0033
19,VO_CHR_120201_STORY_0037
20,VO_CHR_120201_STORY_0039
21,VO_CHR_120201_STORY_0042
22,VO_CHR_120201_STORY_0045
23,VO_CHR_120201_STORY_0047
24,VO_CHR_120201_STORY_0049
25,VO_CHR_120201_STORY_0053
26,VO_CHR_120201_STORY_0058
27,VO_CHR_120201_STORY_0066
28,VO_CHR_120201_STORY_0071
29,VO_CHR_120201_STORY_0085
30,VO_CHR_120201_STORY_0086
