id,CueIndex
1,VO_CHR_MAINSTORY_03_01_0001
2,VO_CHR_MAINSTORY_03_01_0002
3,VO_CHR_MAINSTORY_03_01_0003
4,VO_CHR_MAINSTORY_03_01_0004
5,VO_CHR_MAINSTORY_03_01_0005
6,VO_CHR_MAINSTORY_03_01_0006
7,VO_CHR_MAINSTORY_03_01_0007
8,VO_CHR_MAINSTORY_03_01_0008
9,VO_CHR_MAINSTORY_03_01_0009
10,VO_CHR_MAINSTORY_03_01_0010
11,VO_CHR_MAINSTORY_03_01_0011
12,VO_CHR_MAINSTORY_03_01_0012
13,VO_CHR_MAINSTORY_03_01_0013
14,VO_CHR_MAINSTORY_03_01_0014
15,VO_CHR_MAINSTORY_03_01_0015
16,VO_CHR_MAINSTORY_03_01_0016
17,VO_CHR_MAINSTORY_03_01_0017
18,VO_CHR_MAINSTORY_03_01_0018
19,VO_CHR_MAINSTORY_03_01_1001
20,VO_CHR_MAINSTORY_03_01_1002
21,VO_CHR_MAINSTORY_03_01_1003
22,VO_CHR_MAINSTORY_03_01_1004
23,VO_CHR_MAINSTORY_03_01_1005
24,VO_CHR_MAINSTORY_03_01_1006
25,VO_CHR_MAINSTORY_03_01_1007
